date	close2
1-Jan-81	1.78
1-Jan-82	1.72
1-Jan-83	1.69
1-Jan-84	1.73
1-Jan-85	1.77
1-Jan-86	1.7
1-Jan-87	1.72
1-Jan-88	1.7
1-Jan-89	1.7
1-Jan-90	1.7
1-Jan-91	1.7
1-Jan-92	1.75
1-Jan-93	1.75
1-Jan-94	1.69
1-Jan-95	1.73
1-Jan-96	1.66
1-Jan-97	1.7
1-Jan-98	1.76
1-Jan-99	1.72
1-Jan-00	1.69
1-Jan-01	1.76
1-Jan-02	1.73
1-Jan-03	1.7
1-Jan-04	1.72
1-Jan-05	1.92
1-Jan-06	1.6
1-Jan-07	1.7
