date	close3
1-Jan-81	88.7
1-Jan-82	85.8
1-Jan-83	87
1-Jan-84	86.5
1-Jan-85	87.7
1-Jan-86	88.4
1-Jan-87	87.5
1-Jan-88	88.5
1-Jan-89	86.6
1-Jan-90	84.3
1-Jan-91	87.8
1-Jan-92	84
1-Jan-93	88.6
1-Jan-94	83.7
1-Jan-95	87.3
1-Jan-96	87.8
1-Jan-97	89.7
1-Jan-98	82.4
1-Jan-99	86.2
1-Jan-00	82.5
1-Jan-01	84
1-Jan-02	83.6
1-Jan-03	84.7
1-Jan-04	83.6
1-Jan-05	85.5
1-Jan-06	86.8
1-Jan-07	86.8
